filename,n_objects,class,split
2875.jpg,60,chairs,val_coco
2877.jpg,111,chairs,val_coco
2878.jpg,301,chairs,val_coco
2879.jpg,150,chairs,val_coco
288.jpg,26,strawberries,test
2880.jpg,158,chairs,val_coco
2881.jpg,131,chairs,val_coco
2882.jpg,174,chairs,val_coco
2884.jpg,165,chairs,val_coco
2888.jpg,18,chairs,val_coco
289.jpg,26,strawberries,test
2890.jpg,32,chairs,val_coco
2891.jpg,144,caps,train
2892.jpg,30,caps,train
2893.jpg,29,caps,train
2894.jpg,14,caps,train
2895.jpg,29,caps,train
2897.jpg,21,caps,train
2898.jpg,20,caps,train
2899.jpg,39,shirts,val
29.jpg,28,bread rolls,train
290.jpg,13,strawberries,test
2900.jpg,35,shirts,val
2901.jpg,9,shirts,val
2902.jpg,14,shirts,val
2903.jpg,69,shirts,val
2906.jpg,16,shirts,val
2907.jpg,28,stamps,test
2908.jpg,33,stamps,test
291.jpg,14,strawberries,test
2910.jpg,14,stamps,test
2912.jpg,72,stamps,test
2913.jpg,15,stamps,test
2914.jpg,28,stamps,test
2915.jpg,61,stamps,test
2916.jpg,202,stamps,test
2917.jpg,20,stamps,test
2918.jpg,25,stamps,test
2919.jpg,216,stamps,Unknown
292.jpg,32,strawberries,test
2920.jpg,13,stamps,test
2921.jpg,27,stamps,test
2922.jpg,19,stamps,test
2923.jpg,86,stamps,test
2924.jpg,54,stamps,test
2925.jpg,65,stamps,test
2926.jpg,24,stamps,test
2927.jpg,49,stamps,test
2928.jpg,45,stamps,test
2929.jpg,77,stamps,test
293.jpg,41,strawberries,test
2930.jpg,60,stamps,test
2931.jpg,43,stamps,test
2932.jpg,25,stamps,test
2933.jpg,45,stamps,test
2934.jpg,56,stamps,test
2935.jpg,13,stamps,test
2936.jpg,23,stamps,test
2937.jpg,78,stamps,test
2938.jpg,9,stamps,test
2939.jpg,52,stamps,test
294.jpg,124,strawberries,test
2941.jpg,17,stamps,test
2942.jpg,25,stamps,test
2943.jpg,29,stamps,test
2944.jpg,68,stamps,test
2945.jpg,14,stamps,test
2946.jpg,12,stamps,test
2947.jpg,36,stamps,test
2948.jpg,11,stamps,test
2949.jpg,24,stamps,test
295.jpg,64,strawberries,test
2951.jpg,14,stamps,test
2952.jpg,67,stamps,test
2953.jpg,22,stamps,test
2954.jpg,38,stamps,test
2955.jpg,105,stamps,test
2956.jpg,25,stamps,test
2958.jpg,149,fishes,train
296.jpg,30,strawberries,test
2960.jpg,24,fishes,train
2961.jpg,89,fishes,train
2963.jpg,20,fishes,train
2964.jpg,18,fishes,train
2966.jpg,63,fishes,train
2969.jpg,67,fishes,train
297.jpg,12,strawberries,test
2970.jpg,16,fishes,train
2974.jpg,108,fishes,train
2975.jpg,30,fishes,train
2977.jpg,10,jeans,train
2978.jpg,11,jeans,train
2979.jpg,17,jeans,train
298.jpg,33,strawberries,test
2980.jpg,21,jeans,train
2981.jpg,64,jeans,train
2982.jpg,13,jeans,train
2983.jpg,17,jeans,train
2984.jpg,63,jeans,train
2985.jpg,18,jeans,train
2986.jpg,21,jeans,train
2987.jpg,10,jeans,train
2988.jpg,21,jeans,train
2989.jpg,27,mini blinds,train
299.jpg,16,strawberries,test
2990.jpg,15,mini blinds,train
2991.jpg,27,mini blinds,train
2992.jpg,34,mini blinds,train
2993.jpg,9,mini blinds,train
2995.jpg,13,mini blinds,train
2996.jpg,50,mini blinds,train
2997.jpg,128,mini blinds,train
2998.jpg,26,mini blinds,train
3.jpg,11,hot air balloons,test
300.jpg,33,strawberries,test
3000.jpg,122,mini blinds,train
3001.jpg,14,mini blinds,train
3002.jpg,65,mini blinds,train
3005.jpg,54,mini blinds,train
3007.jpg,40,mini blinds,train
3008.jpg,37,mini blinds,train
301.jpg,28,strawberries,test
3012.jpg,42,mini blinds,train
3013.jpg,25,mini blinds,train
3014.jpg,26,mini blinds,train
3015.jpg,43,mini blinds,train
3018.jpg,10,mini blinds,train
3019.jpg,27,mini blinds,train
302.jpg,20,strawberries,test
3020.jpg,34,mini blinds,train
3022.jpg,22,mini blinds,train
3023.jpg,18,mini blinds,train
3024.jpg,13,mini blinds,train
3025.jpg,80,mini blinds,train
3026.jpg,52,mini blinds,train
3027.jpg,32,mini blinds,train
3028.jpg,9,mini blinds,train
3029.jpg,48,mini blinds,train
303.jpg,51,strawberries,test
3030.jpg,22,mini blinds,train
3031.jpg,16,mini blinds,train
3034.jpg,34,mini blinds,train
3036.jpg,18,mini blinds,train
3038.jpg,196,mini blinds,train
3041.jpg,23,mini blinds,train
3042.jpg,10,mini blinds,train
3044.jpg,20,mini blinds,train
3047.jpg,38,mini blinds,train
305.jpg,11,strawberries,test
3052.jpg,57,mini blinds,train
3054.jpg,30,mini blinds,train
3056.jpg,19,mini blinds,train
306.jpg,30,strawberries,test
3060.jpg,20,mini blinds,train
3063.jpg,18,mini blinds,train
3064.jpg,23,mini blinds,train
3065.jpg,30,mini blinds,train
3066.jpg,18,mini blinds,train
3067.jpg,81,mini blinds,train
307.jpg,21,strawberries,test
3070.jpg,30,mini blinds,train
3074.jpg,12,zebras,train
3075.jpg,32,zebras,train
3076.jpg,191,zebras,train
3077.jpg,34,zebras,train
3078.jpg,18,zebras,train
3079.jpg,10,zebras,train
308.jpg,27,strawberries,test
3080.jpg,23,zebras,train
3083.jpg,8,bread rolls,train
3084.jpg,8,bread rolls,train
3085.jpg,20,bread rolls,train
3086.jpg,17,bread rolls,train
3087.jpg,64,bread rolls,train
3089.jpg,20,bread rolls,train
309.jpg,113,strawberries,test
3090.jpg,15,bread rolls,train
3091.jpg,8,bread rolls,train
3092.jpg,9,bread rolls,train
3093.jpg,16,bread rolls,train
3094.jpg,30,bread rolls,train
3095.jpg,10,bread rolls,train
3096.jpg,8,bread rolls,train
3097.jpg,14,bread rolls,train
3098.jpg,9,bread rolls,train
31.jpg,126,tomatoes,train
310.jpg,65,strawberries,test
3100.jpg,12,bread rolls,train
3101.jpg,8,bread rolls,train
3102.jpg,30,bread rolls,train
3104.jpg,34,naan bread,train
3105.jpg,35,naan bread,train
3106.jpg,19,naan bread,train
3107.jpg,80,nuts,train
3108.jpg,17,nuts,train
3109.jpg,31,nuts,train
311.jpg,55,strawberries,test
3110.jpg,100,nuts,train
3111.jpg,20,crab cakes,test
3112.jpg,10,crab cakes,test
3114.jpg,17,crab cakes,test
3116.jpg,35,bees,train
3117.jpg,28,beads,train
3118.jpg,43,coffee beans,train
3119.jpg,16,coffee beans,train
312.jpg,53,strawberries,test
3120.jpg,103,coffee beans,train
3121.jpg,60,coffee beans,train
3122.jpg,90,coffee beans,train
3123.jpg,102,coffee beans,train
3124.jpg,133,coffee beans,train
3126.jpg,50,coffee beans,train
3127.jpg,100,coffee beans,train
3128.jpg,72,coffee beans,train
3129.jpg,108,coffee beans,train
313.jpg,23,strawberries,test
3130.jpg,83,coffee beans,train
3131.jpg,92,coffee beans,train
3132.jpg,25,coffee beans,train
3133.jpg,88,coffee beans,train
3134.jpg,89,coffee beans,train
3135.jpg,252,coffee beans,train
3136.jpg,504,coffee beans,train
3137.jpg,84,coffee beans,train
3138.jpg,142,coffee beans,train
3139.jpg,72,coffee beans,train
3140.jpg,196,coffee beans,train
3141.jpg,146,coffee beans,train
3142.jpg,88,coffee beans,train
3143.jpg,17,coffee beans,train
3144.jpg,54,coffee beans,train
3145.jpg,80,coffee beans,train
3146.jpg,19,coffee beans,train
3147.jpg,72,coffee beans,train
3148.jpg,12,coffee beans,train
3149.jpg,10,gemstones,train
315.jpg,53,strawberries,test
3150.jpg,9,gemstones,train
3151.jpg,393,gemstones,train
3152.jpg,58,gemstones,train
3153.jpg,24,cashew nuts,test
3154.jpg,47,cashew nuts,test
3155.jpg,45,cashew nuts,test
3156.jpg,50,cashew nuts,test
3157.jpg,42,cashew nuts,test
3158.jpg,43,cashew nuts,test
3159.jpg,58,cashew nuts,test
316.jpg,25,strawberries,test
3160.jpg,13,cashew nuts,test
3161.jpg,14,buns,train
3163.jpg,13,buns,train
3164.jpg,8,buns,train
3165.jpg,12,buns,train
3166.jpg,8,buns,train
3167.jpg,8,buns,train
3168.jpg,40,buns,train
3169.jpg,10,buns,train
317.jpg,14,strawberries,test
3171.jpg,20,buns,train
3172.jpg,16,buns,train
3173.jpg,20,buns,train
3174.jpg,8,buns,train
3175.jpg,20,buns,train
3176.jpg,47,buns,train
3177.jpg,20,buns,train
3178.jpg,12,buns,train
3180.jpg,12,buns,train
3181.jpg,20,buns,train
3182.jpg,9,buns,train
3184.jpg,8,candles,train
3186.jpg,13,candles,train
3187.jpg,28,candles,train
3188.jpg,14,candles,train
3189.jpg,8,candles,train
319.jpg,12,strawberries,test
3190.jpg,12,candles,train
3191.jpg,12,candles,train
3192.jpg,13,candles,train
3193.jpg,36,candles,train
3194.jpg,11,candles,train
3195.jpg,10,candles,train
3196.jpg,8,candles,train
3197.jpg,20,candles,train
3198.jpg,8,candles,train
3199.jpg,12,candles,train
32.jpg,10,tomatoes,train
320.jpg,16,strawberries,test
3200.jpg,8,candles,train
3201.jpg,10,candles,train
3202.jpg,12,candles,train
3203.jpg,11,candles,train
3204.jpg,13,candles,train
3205.jpg,11,candles,train
3206.jpg,21,candles,train
3207.jpg,24,candles,train
3208.jpg,9,candles,train
3209.jpg,12,candles,train
321.jpg,39,strawberries,test
3211.jpg,14,candles,train
3213.jpg,13,candles,train
3214.jpg,9,candles,train
3215.jpg,24,candles,train
3216.jpg,18,candles,train
3217.jpg,12,candles,train
3218.jpg,14,candles,train
3219.jpg,13,candles,train
322.jpg,27,strawberries,test
3220.jpg,13,candles,train
3221.jpg,29,candles,train
3223.jpg,89,kidney beans,train
3224.jpg,55,kidney beans,train
3225.jpg,52,kidney beans,train
3226.jpg,144,kidney beans,train
3227.jpg,13,kidney beans,train
3228.jpg,99,kidney beans,train
3229.jpg,92,kidney beans,train
323.jpg,25,strawberries,test
3230.jpg,56,kidney beans,train
3231.jpg,274,kidney beans,train
3232.jpg,134,kidney beans,train
3233.jpg,105,kidney beans,train
3234.jpg,35,kidney beans,train
3235.jpg,81,kidney beans,train
3236.jpg,125,kidney beans,train
3237.jpg,134,kidney beans,train
3239.jpg,46,crayons,train
324.jpg,11,strawberries,test
3240.jpg,57,beads,train
3241.jpg,12,beads,train
3242.jpg,60,beads,train
3243.jpg,19,beads,train
3244.jpg,68,beads,train
3245.jpg,68,beads,train
3246.jpg,11,beads,train
3247.jpg,15,beads,train
3249.jpg,20,beads,train
325.jpg,33,strawberries,test
3250.jpg,9,beads,train
3251.jpg,115,beads,train
3252.jpg,13,beads,train
3254.jpg,36,beads,train
3255.jpg,12,beads,train
3256.jpg,37,beads,train
3257.jpg,82,beads,train
3258.jpg,9,beads,train
3259.jpg,20,beads,train
326.jpg,18,strawberries,test
3260.jpg,87,beads,train
3261.jpg,12,matches,train
3262.jpg,24,matches,train
3263.jpg,10,matches,train
3264.jpg,12,matches,train
3265.jpg,35,bullets,val
3266.jpg,20,bullets,val
3267.jpg,25,bullets,val
3268.jpg,19,finger foods,test
3269.jpg,20,finger foods,test
327.jpg,12,strawberries,test
3270.jpg,19,finger foods,test
3271.jpg,21,finger foods,test
3274.jpg,9,finger foods,test
3275.jpg,12,finger foods,test
3276.jpg,18,finger foods,test
3278.jpg,30,finger foods,test
3279.jpg,23,finger foods,test
328.jpg,35,strawberries,test
3281.jpg,15,finger foods,test
3282.jpg,31,finger foods,test
3283.jpg,37,finger foods,test
3284.jpg,16,finger foods,test
3285.jpg,34,finger foods,test
3286.jpg,9,macarons,train
3287.jpg,16,macarons,train
3288.jpg,9,macarons,train
3289.jpg,12,macarons,train
329.jpg,19,strawberries,test
3290.jpg,17,macarons,train
3291.jpg,190,clams,train
3293.jpg,10,cotton balls,train
3294.jpg,9,cupcake tray,train
3295.jpg,12,cupcake tray,train
3296.jpg,11,cupcake tray,train
3297.jpg,9,cupcake tray,train
3298.jpg,16,cupcake tray,train
3299.jpg,16,cupcake tray,train
33.jpg,47,tomatoes,train
330.jpg,25,strawberries,test
3300.jpg,16,cupcake tray,train
3301.jpg,25,cupcake tray,train
3302.jpg,9,cupcake tray,train
3303.jpg,9,cupcake tray,train
3304.jpg,8,cupcake tray,train
3305.jpg,16,cupcake tray,train
3306.jpg,16,cupcake tray,train
3307.jpg,9,cupcake tray,train
3308.jpg,153,green peas,test
3309.jpg,16,green peas,test
331.jpg,33,strawberries,test
3310.jpg,31,green peas,test
3311.jpg,154,green peas,test
3312.jpg,136,green peas,test
3313.jpg,63,green peas,test
3314.jpg,92,green peas,test
3315.jpg,210,green peas,test
3317.jpg,43,green peas,test
3318.jpg,185,green peas,test
3319.jpg,68,green peas,test
332.jpg,11,strawberries,test
3320.jpg,159,green peas,test
3321.jpg,49,green peas,test
3322.jpg,450,green peas,test
3323.jpg,9,green peas,test
3324.jpg,56,green peas,test
3326.jpg,122,green peas,test
3327.jpg,33,green peas,test
3328.jpg,99,green peas,test
3329.jpg,178,green peas,test
333.jpg,32,strawberries,test
3330.jpg,57,green peas,test
3331.jpg,133,green peas,test
3332.jpg,66,green peas,test
3333.jpg,113,green peas,test
3334.jpg,146,green peas,test
3335.jpg,350,green peas,test
3336.jpg,72,green peas,test
3337.jpg,295,green peas,test
3338.jpg,258,green peas,test
3339.jpg,25,sea shells,test
334.jpg,35,strawberries,test
3341.jpg,36,sea shells,test
3342.jpg,12,sea shells,test
3343.jpg,50,onion rings,train
3345.jpg,12,onion rings,train
3346.jpg,8,onion rings,train
3347.jpg,14,onion rings,train
3348.jpg,35,onion rings,train
3349.jpg,27,onion rings,train
335.jpg,12,strawberries,test
3352.jpg,12,bread rolls,train
3353.jpg,15,bread rolls,train
3354.jpg,7,bread rolls,train
3355.jpg,8,bread rolls,train
3356.jpg,645,bread rolls,train
3357.jpg,12,bread rolls,train
3358.jpg,14,bread rolls,train
3359.jpg,8,bread rolls,train
336.jpg,16,strawberries,test
3360.jpg,8,bread rolls,train
3361.jpg,24,bread rolls,train
3362.jpg,20,bread rolls,train
3363.jpg,12,bread rolls,train
3364.jpg,12,bread rolls,train
3365.jpg,24,bread rolls,train
3366.jpg,9,bread rolls,train
3367.jpg,18,bread rolls,train
3368.jpg,11,bread rolls,train
337.jpg,13,strawberries,test
3370.jpg,12,bread rolls,train
3371.jpg,9,bread rolls,train
3372.jpg,12,bread rolls,train
3373.jpg,19,bread rolls,train
3374.jpg,17,bread rolls,train
3375.jpg,8,bread rolls,train
3376.jpg,12,bread rolls,train
3377.jpg,12,bread rolls,train
3378.jpg,16,bread rolls,train
3379.jpg,15,bread rolls,train
3380.jpg,20,bread rolls,train
3381.jpg,47,bread rolls,train
3382.jpg,15,bread rolls,train
3383.jpg,14,bread rolls,train
3384.jpg,8,bread rolls,train
3385.jpg,8,bread rolls,train
3386.jpg,15,bread rolls,train
3387.jpg,12,bread rolls,train
3389.jpg,11,bread rolls,train
339.jpg,18,strawberries,test
3390.jpg,12,bread rolls,train
3391.jpg,11,bread rolls,train
3392.jpg,12,bread rolls,train
3393.jpg,30,bread rolls,train
3394.jpg,8,bread rolls,train
3395.jpg,12,bread rolls,train
3396.jpg,20,bread rolls,train
3397.jpg,10,bread rolls,train
3398.jpg,12,bread rolls,train
3399.jpg,24,bread rolls,train
34.jpg,49,tomatoes,train
340.jpg,14,strawberries,test
3400.jpg,12,bread rolls,train
3401.jpg,42,nuts,train
3402.jpg,31,nuts,train
3403.jpg,18,nuts,train
3404.jpg,85,nuts,train
3405.jpg,77,nuts,train
3406.jpg,96,nuts,train
3407.jpg,17,nuts,train
3408.jpg,23,nuts,train
3409.jpg,8,nuts,train
341.jpg,13,strawberries,test
3410.jpg,59,nuts,train
3411.jpg,11,nuts,train
3412.jpg,106,nuts,train
3413.jpg,65,nuts,train
3414.jpg,67,nuts,train
3415.jpg,93,nuts,train
3416.jpg,25,nuts,train
3417.jpg,61,nuts,train
3418.jpg,106,nuts,train
3419.jpg,42,nuts,train
342.jpg,63,strawberries,test
3420.jpg,53,nuts,train
3421.jpg,98,nuts,train
3422.jpg,81,nuts,train
3423.jpg,49,nuts,train
3424.jpg,12,crab cakes,test
3425.jpg,885,polka dots,val
3426.jpg,219,polka dots,val
3427.jpg,24,polka dots,val
3428.jpg,458,polka dots,val
343.jpg,16,strawberries,test
3430.jpg,36,polka dots,val
3431.jpg,75,polka dots,val
3432.jpg,49,polka dots,val
3433.jpg,538,polka dots,val
3434.jpg,305,polka dots,val
3435.jpg,116,polka dots,val
3436.jpg,443,polka dots,val
3437.jpg,501,polka dots,val
3438.jpg,60,polka dots,val
3439.jpg,37,bees,train
344.jpg,43,strawberries,test
3440.jpg,22,bees,train
3441.jpg,50,bees,train
3442.jpg,59,bees,train
3444.jpg,28,instant noodles,train
3445.jpg,12,instant noodles,train
3446.jpg,14,instant noodles,train
3447.jpg,21,beads,train
3448.jpg,107,beads,train
3449.jpg,38,beads,train
345.jpg,63,strawberries,test
3450.jpg,21,beads,train
3451.jpg,13,beads,train
3453.jpg,20,beads,train
3454.jpg,21,beads,train
3455.jpg,59,beads,train
3456.jpg,45,beads,train
3457.jpg,23,beads,train
3458.jpg,261,beads,train
3459.jpg,43,beads,train
346.jpg,11,strawberries,test
3460.jpg,60,beads,train
3461.jpg,35,beads,train
3462.jpg,92,beads,train
3463.jpg,48,beads,train
3464.jpg,46,beads,train
3465.jpg,26,beads,train
3466.jpg,9,beads,train
3467.jpg,35,beads,train
3468.jpg,41,beads,train
3469.jpg,74,beads,train
347.jpg,41,strawberries,test
3470.jpg,69,beads,train
3471.jpg,78,beads,train
3472.jpg,107,beads,train
3473.jpg,80,beads,train
3474.jpg,108,beads,train
3475.jpg,108,beads,train
3476.jpg,262,polka dots,val
3477.jpg,344,polka dots,val
3478.jpg,41,polka dots,val
348.jpg,27,strawberries,test
3481.jpg,431,polka dots,val
3482.jpg,315,polka dots,val
3483.jpg,261,polka dots,val
3484.jpg,356,polka dots,val
3485.jpg,174,polka dots,val
3486.jpg,81,polka dots,val
3487.jpg,321,polka dots,val
3488.jpg,431,polka dots,val
3489.jpg,278,polka dots,val
349.jpg,39,strawberries,test
3490.jpg,64,polka dots,val
3491.jpg,69,polka dots,val
3492.jpg,25,polka dots,val
3493.jpg,45,red beans,test
3494.jpg,37,red beans,test
3495.jpg,107,red beans,test
3496.jpg,103,red beans,test
3497.jpg,161,red beans,test
3498.jpg,96,red beans,test
3499.jpg,91,red beans,test
35.jpg,115,tomatoes,train
350.jpg,17,strawberries,test
3500.jpg,15,red beans,test
3501.jpg,60,red beans,test
3502.jpg,70,red beans,test
3503.jpg,42,m&m pieces,train
3504.jpg,22,m&m pieces,train
3505.jpg,29,m&m pieces,train
3506.jpg,111,m&m pieces,train
3508.jpg,25,m&m pieces,train
3509.jpg,10,m&m pieces,train
351.jpg,41,strawberries,test
3510.jpg,77,m&m pieces,train
3511.jpg,10,baguette rolls,train
3512.jpg,16,baguette rolls,train
3514.jpg,53,baguette rolls,train
3515.jpg,15,baguette rolls,train
3516.jpg,12,baguette rolls,train
3518.jpg,8,chicken wings,val
3519.jpg,30,chicken wings,val
3520.jpg,10,chicken wings,val
3521.jpg,27,chicken wings,val
3522.jpg,27,chicken wings,val
3524.jpg,42,chicken wings,val
3525.jpg,11,chicken wings,val
3526.jpg,18,chicken wings,val
3527.jpg,12,chicken wings,val
3528.jpg,29,chicken wings,val
3529.jpg,30,chicken wings,val
353.jpg,16,pigeons,train
3530.jpg,8,chicken wings,val
3531.jpg,11,chicken wings,val
3532.jpg,20,chicken wings,val
3533.jpg,23,chicken wings,val
3534.jpg,11,chicken wings,val
3535.jpg,24,chicken wings,val
3536.jpg,18,chicken wings,val
3538.jpg,19,chicken wings,val
3539.jpg,11,chicken wings,val
354.jpg,12,pigeons,train
3540.jpg,28,chicken wings,val
3541.jpg,10,chicken wings,val
3542.jpg,11,chicken wings,val
3543.jpg,30,chicken wings,val
3544.jpg,9,chicken wings,val
3546.jpg,16,chicken wings,val
3547.jpg,21,chicken wings,val
3548.jpg,24,chicken wings,val
3549.jpg,10,chicken wings,val
355.jpg,25,pigeons,train
3550.jpg,18,chicken wings,val
3552.jpg,17,chicken wings,val
3553.jpg,16,chicken wings,val
3554.jpg,15,chicken wings,val
3556.jpg,20,chicken wings,val
3558.jpg,20,chicken wings,val
3559.jpg,22,chicken wings,val
356.jpg,88,pigeons,train
3560.jpg,23,chicken wings,val
3561.jpg,19,chicken wings,val
3562.jpg,22,chicken wings,val
3563.jpg,13,chicken wings,val
3564.jpg,20,chicken wings,val
3565.jpg,22,chicken wings,val
3566.jpg,17,chicken wings,val
3567.jpg,8,chicken wings,val
3568.jpg,23,chicken wings,val
3569.jpg,10,chicken wings,val
357.jpg,16,pigeons,train
3570.jpg,12,chicken wings,val
3571.jpg,25,chicken wings,val
3572.jpg,30,chicken wings,val
3573.jpg,9,chicken wings,val
3574.jpg,42,chicken wings,val
3575.jpg,32,chicken wings,val
3576.jpg,26,chicken wings,val
3578.jpg,13,chicken wings,val
358.jpg,15,pigeons,train
3580.jpg,11,chicken wings,val
3581.jpg,8,chicken wings,val
3582.jpg,37,chicken wings,val
3583.jpg,20,chicken wings,val
3584.jpg,22,chicken wings,val
3585.jpg,12,chicken wings,val
3586.jpg,20,chicken wings,val
3587.jpg,9,chicken wings,val
3588.jpg,22,chicken wings,val
359.jpg,51,pigeons,train
3591.jpg,9,chicken wings,val
3592.jpg,12,chicken wings,val
3593.jpg,84,coffee beans,train
3594.jpg,56,coffee beans,train
3595.jpg,89,coffee beans,train
3596.jpg,95,coffee beans,train
3597.jpg,125,coffee beans,train
3598.jpg,11,coffee beans,train
3599.jpg,143,coffee beans,train
36.jpg,29,tomatoes,train
360.jpg,63,pigeons,train
3600.jpg,31,coffee beans,train
3601.jpg,82,coffee beans,train
3602.jpg,52,coffee beans,train
3603.jpg,138,coffee beans,train
3604.jpg,29,ice cream,train
3605.jpg,12,ice cream,train
3606.jpg,110,ice cream,train
3607.jpg,10,ice cream,train
3608.jpg,37,ice cream,train
3609.jpg,69,ice cream,train
361.jpg,14,pigeons,train
3610.jpg,24,ice cream,train
3611.jpg,24,ice cream,train
3613.jpg,58,ice cream,train
3614.jpg,19,ice cream,train
3615.jpg,35,ice cream,train
3616.jpg,32,ice cream,train
3617.jpg,12,gemstones,train
3618.jpg,9,gemstones,train
3619.jpg,23,gemstones,train
362.jpg,16,pigeons,train
3620.jpg,8,gemstones,train
3621.jpg,8,meat skewers,train
3622.jpg,9,kitchen towels,train
3623.jpg,28,kitchen towels,train
3624.jpg,14,jade stones,train
3625.jpg,15,jade stones,train
3626.jpg,18,jade stones,train
3627.jpg,29,jade stones,train
3628.jpg,31,jade stones,train
3629.jpg,15,jade stones,train
363.jpg,12,pigeons,train
3630.jpg,27,jade stones,train
3631.jpg,10,jade stones,train
3632.jpg,35,jade stones,train
3633.jpg,62,jade stones,train
3634.jpg,59,jade stones,train
3635.jpg,25,jade stones,train
3636.jpg,19,jade stones,train
3637.jpg,30,jade stones,train
3638.jpg,21,jade stones,train
3639.jpg,31,jade stones,train
364.jpg,92,pigeons,train
3640.jpg,45,jade stones,train
3643.jpg,59,cashew nuts,test
3644.jpg,13,cashew nuts,test
3645.jpg,60,cashew nuts,test
3646.jpg,15,cashew nuts,test
3647.jpg,87,cashew nuts,test
3648.jpg,35,cashew nuts,test
3649.jpg,35,cashew nuts,test
365.jpg,61,pigeons,train
3650.jpg,14,cashew nuts,test
3651.jpg,11,cashew nuts,test
3652.jpg,46,cashew nuts,test
3653.jpg,65,cashew nuts,test
3655.jpg,13,cashew nuts,test
3656.jpg,45,cashew nuts,test
3657.jpg,24,cashew nuts,test
3658.jpg,36,cashew nuts,test
3659.jpg,41,cashew nuts,test
366.jpg,13,pigeons,train
3660.jpg,18,toilet paper rolls,val
3661.jpg,9,toilet paper rolls,val
3662.jpg,10,toilet paper rolls,val
3663.jpg,17,toilet paper rolls,val
3664.jpg,50,toilet paper rolls,val
3665.jpg,907,toilet paper rolls,val
3666.jpg,32,toilet paper rolls,val
3668.jpg,31,toilet paper rolls,val
3669.jpg,8,toilet paper rolls,val
367.jpg,25,pigeons,train
3670.jpg,36,toilet paper rolls,val
3671.jpg,15,toilet paper rolls,val
3672.jpg,12,toilet paper rolls,val
3673.jpg,46,toilet paper rolls,val
3674.jpg,33,toilet paper rolls,val
3675.jpg,10,toilet paper rolls,val
3676.jpg,15,buns,train
3678.jpg,8,buns,train
3679.jpg,35,buns,train
3680.jpg,15,buns,train
3681.jpg,8,buns,train
3682.jpg,14,buns,train
3683.jpg,9,buns,train
3684.jpg,15,buns,train
3685.jpg,12,buns,train
3686.jpg,14,buns,train
3687.jpg,12,buns,train
3688.jpg,9,buns,train
3689.jpg,12,buns,train
369.jpg,21,pigeons,train
3690.jpg,8,buns,train
3691.jpg,11,buns,train
3692.jpg,12,buns,train
3693.jpg,36,candy pieces,test
3694.jpg,34,candy pieces,test
3695.jpg,16,candy pieces,test
3696.jpg,8,candy pieces,test
3697.jpg,11,candy pieces,test
3698.jpg,111,candy pieces,test
3699.jpg,9,spring rolls,train
370.jpg,35,pigeons,train
3700.jpg,20,spring rolls,train
3701.jpg,9,spring rolls,train
3702.jpg,8,spring rolls,train
3703.jpg,10,spring rolls,train
3704.jpg,28,spring rolls,train
3705.jpg,31,spring rolls,train
3706.jpg,10,chewing gum pieces,train
3707.jpg,14,chewing gum pieces,train
3708.jpg,12,chewing gum pieces,train
3709.jpg,31,chewing gum pieces,train
371.jpg,24,pigeons,Unknown
3710.jpg,14,chewing gum pieces,train
3711.jpg,8,candles,train
3712.jpg,8,candles,train
3713.jpg,17,candles,train
3715.jpg,25,candles,train
3716.jpg,13,candles,train
3717.jpg,9,candles,train
3718.jpg,20,candles,train
3719.jpg,8,candles,train
372.jpg,41,pigeons,train
3720.jpg,22,candles,train
3721.jpg,10,candles,train
3722.jpg,9,candles,train
3723.jpg,13,candles,train
3724.jpg,8,candles,train
3725.jpg,12,candles,train
3726.jpg,15,candles,train
3727.jpg,7,candles,train
3728.jpg,39,candles,train
3729.jpg,11,candles,train
373.jpg,11,pigeons,train
3730.jpg,9,candles,train
3731.jpg,10,candles,train
3732.jpg,13,candles,train
3733.jpg,10,candles,train
3734.jpg,18,candles,train
3735.jpg,11,candles,train
3736.jpg,18,candles,train
3737.jpg,13,candles,train
3738.jpg,9,candles,train
3739.jpg,9,candles,train
374.jpg,12,pigeons,train
3740.jpg,8,candles,train
3741.jpg,10,candles,train
3742.jpg,14,candles,train
3743.jpg,13,candles,train
3744.jpg,13,candles,train
3745.jpg,21,pearls,train
3746.jpg,413,pearls,train
3747.jpg,159,pearls,train
3748.jpg,195,pearls,train
375.jpg,16,pigeons,train
3750.jpg,32,pearls,train
3751.jpg,66,pearls,train
3752.jpg,375,pearls,train
3753.jpg,138,pearls,train
3754.jpg,131,pearls,train
3755.jpg,23,pearls,train
3756.jpg,50,pearls,train
3757.jpg,8,donuts tray,val
3758.jpg,9,donuts tray,val
3759.jpg,12,donuts tray,val
376.jpg,8,pigeons,train
3760.jpg,12,donuts tray,val
3761.jpg,12,donuts tray,val
3762.jpg,11,donuts tray,val
3763.jpg,16,donuts tray,val
3764.jpg,12,donuts tray,val
3765.jpg,12,donuts tray,val
3766.jpg,12,donuts tray,val
3767.jpg,20,donuts tray,val
3768.jpg,9,donuts tray,val
3769.jpg,9,donuts tray,val
377.jpg,53,pigeons,train
3770.jpg,10,donuts tray,val
3771.jpg,10,donuts tray,val
3772.jpg,16,donuts tray,val
3773.jpg,12,donuts tray,val
3774.jpg,31,donuts tray,val
3775.jpg,12,donuts tray,val
3777.jpg,14,donuts tray,val
3778.jpg,12,donuts tray,val
3779.jpg,12,donuts tray,val
378.jpg,69,pigeons,train
