Unnamed: 0,filename,n_objects,class,split,optimized_prompts,threshold
207,2912.jpg,72,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
208,2913.jpg,15,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
209,2914.jpg,28,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
210,2915.jpg,61,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
211,2916.jpg,202,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
212,2917.jpg,20,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
213,2918.jpg,25,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
214,292.jpg,32,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
215,2920.jpg,13,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
216,2921.jpg,27,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
217,2922.jpg,19,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
218,2923.jpg,86,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
219,2924.jpg,54,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
220,2925.jpg,65,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
221,2926.jpg,24,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
222,2927.jpg,49,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
223,2928.jpg,45,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
224,2929.jpg,77,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
225,293.jpg,41,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
226,2930.jpg,60,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
227,2931.jpg,43,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
228,2932.jpg,25,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
229,2933.jpg,45,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
230,2934.jpg,56,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
231,2935.jpg,13,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
232,2936.jpg,23,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
233,2937.jpg,78,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
234,2938.jpg,9,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
235,2939.jpg,52,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
236,294.jpg,124,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
237,2941.jpg,17,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
238,2942.jpg,25,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
239,2943.jpg,29,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
240,2944.jpg,68,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
241,2945.jpg,14,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
242,2946.jpg,12,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
243,2947.jpg,36,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
244,2948.jpg,11,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
245,2949.jpg,24,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
246,295.jpg,64,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
247,2951.jpg,14,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
248,2952.jpg,67,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
249,2953.jpg,22,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
250,2954.jpg,38,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
251,2955.jpg,105,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
252,2956.jpg,25,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
253,296.jpg,30,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
254,297.jpg,12,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
255,298.jpg,33,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
256,299.jpg,16,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
257,3.jpg,11,hot air balloons,test,"['hot air balloons', 'hot air balloon', 'large, rounded objects with a basket underneath', 'aerial vessels with colorful fabric envelopes']",0.03
258,300.jpg,33,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
259,301.jpg,28,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
260,302.jpg,20,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
261,303.jpg,51,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
262,305.jpg,11,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
263,306.jpg,30,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
264,307.jpg,21,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
265,308.jpg,27,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
266,309.jpg,113,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
267,310.jpg,65,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
268,311.jpg,55,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
269,3111.jpg,20,crab cakes,test,"['crab cakes', 'crab cake', 'seafood patties', 'round, golden-brown patties made from crab meat and breadcrumbs']",0.03
270,3112.jpg,10,crab cakes,test,"['crab cakes', 'crab cake', 'seafood patties', 'round, golden-brown patties made from crab meat and breadcrumbs']",0.03
271,3114.jpg,17,crab cakes,test,"['crab cakes', 'crab cake', 'seafood patties', 'round, golden-brown patties made from crab meat and breadcrumbs']",0.03
272,312.jpg,53,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
273,313.jpg,23,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
274,315.jpg,53,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
275,3153.jpg,24,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
276,3154.jpg,47,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
277,3155.jpg,45,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
278,3156.jpg,50,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
279,3157.jpg,42,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
280,3158.jpg,43,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
281,3159.jpg,58,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
282,316.jpg,25,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
283,3160.jpg,13,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
284,317.jpg,14,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
285,319.jpg,12,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
286,320.jpg,16,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
287,321.jpg,39,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
288,322.jpg,27,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
289,323.jpg,25,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
290,324.jpg,11,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
291,325.jpg,33,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
292,326.jpg,18,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
293,3268.jpg,19,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
294,3269.jpg,20,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
295,327.jpg,12,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
296,3270.jpg,19,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
297,3271.jpg,21,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
298,3274.jpg,9,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
299,3275.jpg,12,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
300,3276.jpg,18,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
301,3278.jpg,30,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
302,3279.jpg,23,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
303,328.jpg,35,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
304,3281.jpg,15,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
305,3282.jpg,31,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
306,3283.jpg,37,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
307,3284.jpg,16,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
308,3285.jpg,34,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
309,329.jpg,19,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
310,330.jpg,25,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
311,3308.jpg,153,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
312,3309.jpg,16,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
313,331.jpg,33,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
314,3310.jpg,31,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
315,3311.jpg,154,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
316,3312.jpg,136,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
317,3313.jpg,63,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
318,3314.jpg,92,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
319,3315.jpg,210,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
320,3317.jpg,43,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
321,3318.jpg,185,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
322,3319.jpg,68,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
323,332.jpg,11,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
324,3320.jpg,159,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
325,3321.jpg,49,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
326,3322.jpg,450,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
327,3323.jpg,9,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
328,3324.jpg,56,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
329,3326.jpg,122,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
330,3327.jpg,33,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
331,3328.jpg,99,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
332,3329.jpg,178,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
333,333.jpg,32,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
334,3330.jpg,57,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
335,3331.jpg,133,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
336,3332.jpg,66,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
337,3333.jpg,113,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
338,3334.jpg,146,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
339,3335.jpg,350,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
340,3336.jpg,72,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
341,3337.jpg,295,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
342,3338.jpg,258,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
343,3339.jpg,25,sea shells,test,"['sea shells', 'sea shell', 'conch', 'curved, irregular objects with ridged surfaces', 'white, pink or brown curvy objects']",0.05
344,334.jpg,35,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
345,3341.jpg,36,sea shells,test,"['sea shells', 'sea shell', 'conch', 'curved, irregular objects with ridged surfaces', 'white, pink or brown curvy objects']",0.05
346,3342.jpg,12,sea shells,test,"['sea shells', 'sea shell', 'conch', 'curved, irregular objects with ridged surfaces', 'white, pink or brown curvy objects']",0.05
347,335.jpg,12,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
348,336.jpg,16,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
349,337.jpg,13,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
350,339.jpg,18,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
351,340.jpg,14,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
352,341.jpg,13,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
353,342.jpg,63,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
354,3424.jpg,12,crab cakes,test,"['crab cakes', 'crab cake', 'seafood patties', 'round, golden-brown patties made from crab meat and breadcrumbs']",0.03
355,343.jpg,16,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
356,344.jpg,43,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
357,345.jpg,63,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
358,346.jpg,11,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
359,347.jpg,41,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
360,348.jpg,27,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
361,349.jpg,39,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
362,3493.jpg,45,red beans,test,"['red beans', 'red bean', 'kidney beans', 'small, oval-shaped legumes', 'smooth seeds with a glossy surface']",0.01
363,3494.jpg,37,red beans,test,"['red beans', 'red bean', 'kidney beans', 'small, oval-shaped legumes', 'smooth seeds with a glossy surface']",0.01
364,3495.jpg,107,red beans,test,"['red beans', 'red bean', 'kidney beans', 'small, oval-shaped legumes', 'smooth seeds with a glossy surface']",0.01
365,3496.jpg,103,red beans,test,"['red beans', 'red bean', 'kidney beans', 'small, oval-shaped legumes', 'smooth seeds with a glossy surface']",0.01
366,3497.jpg,161,red beans,test,"['red beans', 'red bean', 'kidney beans', 'small, oval-shaped legumes', 'smooth seeds with a glossy surface']",0.01
367,3498.jpg,96,red beans,test,"['red beans', 'red bean', 'kidney beans', 'small, oval-shaped legumes', 'smooth seeds with a glossy surface']",0.01
368,3499.jpg,91,red beans,test,"['red beans', 'red bean', 'kidney beans', 'small, oval-shaped legumes', 'smooth seeds with a glossy surface']",0.01
369,350.jpg,17,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
370,3500.jpg,15,red beans,test,"['red beans', 'red bean', 'kidney beans', 'small, oval-shaped legumes', 'smooth seeds with a glossy surface']",0.01
371,3501.jpg,60,red beans,test,"['red beans', 'red bean', 'kidney beans', 'small, oval-shaped legumes', 'smooth seeds with a glossy surface']",0.01
372,3502.jpg,70,red beans,test,"['red beans', 'red bean', 'kidney beans', 'small, oval-shaped legumes', 'smooth seeds with a glossy surface']",0.01
373,351.jpg,41,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
374,3643.jpg,59,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
375,3644.jpg,13,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
376,3645.jpg,60,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
377,3646.jpg,15,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
378,3647.jpg,87,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
379,3648.jpg,35,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
380,3649.jpg,35,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
381,3650.jpg,14,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
382,3651.jpg,11,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
383,3652.jpg,46,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
384,3653.jpg,65,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
385,3655.jpg,13,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
386,3656.jpg,45,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
387,3657.jpg,24,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
388,3658.jpg,36,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
389,3659.jpg,41,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
390,3693.jpg,36,candy pieces,test,"['candy pieces', 'candy piece', 'sweets', 'small, colorful treats with glossy surfaces']",0.01
391,3694.jpg,34,candy pieces,test,"['candy pieces', 'candy piece', 'sweets', 'small, colorful treats with glossy surfaces']",0.01
392,3695.jpg,16,candy pieces,test,"['candy pieces', 'candy piece', 'sweets', 'small, colorful treats with glossy surfaces']",0.01
393,3696.jpg,8,candy pieces,test,"['candy pieces', 'candy piece', 'sweets', 'small, colorful treats with glossy surfaces']",0.01
394,3697.jpg,11,candy pieces,test,"['candy pieces', 'candy piece', 'sweets', 'small, colorful treats with glossy surfaces']",0.01
395,3698.jpg,111,candy pieces,test,"['candy pieces', 'candy piece', 'sweets', 'small, colorful treats with glossy surfaces']",0.01
396,4.jpg,10,hot air balloons,test,"['hot air balloons', 'hot air balloon', 'large, rounded objects with a basket underneath', 'aerial vessels with colorful fabric envelopes']",0.03
397,4061.jpg,95,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
398,4062.jpg,275,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
399,4063.jpg,11,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
400,4064.jpg,119,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
401,4065.jpg,37,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
402,4066.jpg,9,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
403,4067.jpg,42,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
404,4068.jpg,10,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
405,4069.jpg,118,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
406,4070.jpg,76,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
407,4071.jpg,48,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
408,4072.jpg,11,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
409,4073.jpg,25,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
410,4074.jpg,23,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
411,4077.jpg,221,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
412,4078.jpg,58,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
413,4079.jpg,24,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
414,4080.jpg,54,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
415,4082.jpg,108,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
416,4083.jpg,94,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
417,4084.jpg,12,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
418,4085.jpg,86,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
419,4086.jpg,12,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
420,4087.jpg,118,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
421,4088.jpg,28,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
422,4089.jpg,59,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
423,4110.jpg,12,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
424,4111.jpg,24,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
425,4112.jpg,11,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
426,4113.jpg,37,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
427,4114.jpg,12,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
428,4115.jpg,8,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
429,4116.jpg,15,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
430,4118.jpg,13,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
431,4119.jpg,12,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
