Unnamed: 0,filename,n_objects,class,split,prompt_notation,description
233,2937.jpg,78,stamps,test,a stamp,"Small, rectangular objects, usually paper, with adhesive backing and printed designs or illustrations."
234,2938.jpg,9,stamps,test,a stamp,"Small, rectangular objects, usually paper, with adhesive backing and printed designs or illustrations."
235,2939.jpg,52,stamps,test,a stamp,"Small, rectangular objects, usually paper, with adhesive backing and printed designs or illustrations."
236,294.jpg,124,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
237,2941.jpg,17,stamps,test,a stamp,"Small, rectangular objects, usually paper, with adhesive backing and printed designs or illustrations."
238,2942.jpg,25,stamps,test,a stamp,"Small, rectangular objects, usually paper, with adhesive backing and printed designs or illustrations."
239,2943.jpg,29,stamps,test,a stamp,"Small, rectangular objects, usually paper, with adhesive backing and printed designs or illustrations."
240,2944.jpg,68,stamps,test,a stamp,"Small, rectangular objects, usually paper, with adhesive backing and printed designs or illustrations."
241,2945.jpg,14,stamps,test,a stamp,"Small, rectangular objects, usually paper, with adhesive backing and printed designs or illustrations."
242,2946.jpg,12,stamps,test,a stamp,"Small, rectangular objects, usually paper, with adhesive backing and printed designs or illustrations."
243,2947.jpg,36,stamps,test,a stamp,"Small, rectangular objects, usually paper, with adhesive backing and printed designs or illustrations."
244,2948.jpg,11,stamps,test,a stamp,"Small, rectangular objects, usually paper, with adhesive backing and printed designs or illustrations."
245,2949.jpg,24,stamps,test,a stamp,"Small, rectangular objects, usually paper, with adhesive backing and printed designs or illustrations."
246,295.jpg,64,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
247,2951.jpg,14,stamps,test,a stamp,"Small, rectangular objects, usually paper, with adhesive backing and printed designs or illustrations."
248,2952.jpg,67,stamps,test,a stamp,"Small, rectangular objects, usually paper, with adhesive backing and printed designs or illustrations."
249,2953.jpg,22,stamps,test,a stamp,"Small, rectangular objects, usually paper, with adhesive backing and printed designs or illustrations."
250,2954.jpg,38,stamps,test,a stamp,"Small, rectangular objects, usually paper, with adhesive backing and printed designs or illustrations."
251,2955.jpg,105,stamps,test,a stamp,"Small, rectangular objects, usually paper, with adhesive backing and printed designs or illustrations."
252,2956.jpg,25,stamps,test,a stamp,"Small, rectangular objects, usually paper, with adhesive backing and printed designs or illustrations."
253,296.jpg,30,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
254,297.jpg,12,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
255,298.jpg,33,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
256,299.jpg,16,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
257,3.jpg,11,hot air balloons,test,a hot air balloon,"Round, inflated object with bright colors, often striped, smooth fabric surface, and a basket underneath."
258,300.jpg,33,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
259,301.jpg,28,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
260,302.jpg,20,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
261,303.jpg,51,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
262,305.jpg,11,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
263,306.jpg,30,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
264,307.jpg,21,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
265,308.jpg,27,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
266,309.jpg,113,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
267,310.jpg,65,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
268,311.jpg,55,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
269,3111.jpg,20,crab cakes,test,a crab cake,"Round, patty-shaped objects, golden-brown, with a crispy outer layer and soft, textured interior."
270,3112.jpg,10,crab cakes,test,a crab cake,"Round, patty-shaped objects, golden-brown, with a crispy outer layer and soft, textured interior."
271,3114.jpg,17,crab cakes,test,a crab cake,"Round, patty-shaped objects, golden-brown, with a crispy outer layer and soft, textured interior."
272,312.jpg,53,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
273,313.jpg,23,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
274,315.jpg,53,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
275,3153.jpg,24,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
276,3154.jpg,47,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
277,3155.jpg,45,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
278,3156.jpg,50,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
279,3157.jpg,42,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
280,3158.jpg,43,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
281,3159.jpg,58,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
282,316.jpg,25,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
283,3160.jpg,13,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
284,317.jpg,14,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
285,319.jpg,12,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
286,320.jpg,16,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
287,321.jpg,39,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
288,322.jpg,27,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
289,323.jpg,25,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
290,324.jpg,11,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
291,325.jpg,33,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
292,326.jpg,18,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
293,3268.jpg,19,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
294,3269.jpg,20,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
295,327.jpg,12,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
296,3270.jpg,19,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
297,3271.jpg,21,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
298,3274.jpg,9,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
299,3275.jpg,12,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
300,3276.jpg,18,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
301,3278.jpg,30,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
302,3279.jpg,23,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
303,328.jpg,35,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
304,3281.jpg,15,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
305,3282.jpg,31,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
306,3283.jpg,37,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
307,3284.jpg,16,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
308,3285.jpg,34,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
309,329.jpg,19,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
310,330.jpg,25,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
311,3308.jpg,153,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
312,3309.jpg,16,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
313,331.jpg,33,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
314,3310.jpg,31,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
315,3311.jpg,154,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
316,3312.jpg,136,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
317,3313.jpg,63,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
318,3314.jpg,92,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
319,3315.jpg,210,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
320,3317.jpg,43,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
321,3318.jpg,185,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
322,3319.jpg,68,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
323,332.jpg,11,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
324,3320.jpg,159,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
325,3321.jpg,49,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
326,3322.jpg,450,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
327,3323.jpg,9,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
328,3324.jpg,56,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
329,3326.jpg,122,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
330,3327.jpg,33,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
331,3328.jpg,99,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
332,3329.jpg,178,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
333,333.jpg,32,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
334,3330.jpg,57,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
335,3331.jpg,133,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
336,3332.jpg,66,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
337,3333.jpg,113,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
338,3334.jpg,146,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
339,3335.jpg,350,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
340,3336.jpg,72,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
341,3337.jpg,295,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
342,3338.jpg,258,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
343,3339.jpg,25,sea shells,test,a sea shell,"Curved, irregular objects with smooth or ridged surfaces, often white, pink, or brown in color."
344,334.jpg,35,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
345,3341.jpg,36,sea shells,test,a sea shell,"Curved, irregular objects with smooth or ridged surfaces, often white, pink, or brown in color."
346,3342.jpg,12,sea shells,test,a sea shell,"Curved, irregular objects with smooth or ridged surfaces, often white, pink, or brown in color."
347,335.jpg,12,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
348,336.jpg,16,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
349,337.jpg,13,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
350,339.jpg,18,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
351,340.jpg,14,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
352,341.jpg,13,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
353,342.jpg,63,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
354,3424.jpg,12,crab cakes,test,a crab cake,"Round, patty-shaped objects, golden-brown, with a crispy outer layer and soft, textured interior."
355,343.jpg,16,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
356,344.jpg,43,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
357,345.jpg,63,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
358,346.jpg,11,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
359,347.jpg,41,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
360,348.jpg,27,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
361,349.jpg,39,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
362,3493.jpg,45,red beans,test,a red bean,"Small, oval-shaped objects, dark red color, with a smooth, slightly shiny texture."
363,3494.jpg,37,red beans,test,a red bean,"Small, oval-shaped objects, dark red color, with a smooth, slightly shiny texture."
364,3495.jpg,107,red beans,test,a red bean,"Small, oval-shaped objects, dark red color, with a smooth, slightly shiny texture."
365,3496.jpg,103,red beans,test,a red bean,"Small, oval-shaped objects, dark red color, with a smooth, slightly shiny texture."
366,3497.jpg,161,red beans,test,a red bean,"Small, oval-shaped objects, dark red color, with a smooth, slightly shiny texture."
367,3498.jpg,96,red beans,test,a red bean,"Small, oval-shaped objects, dark red color, with a smooth, slightly shiny texture."
368,3499.jpg,91,red beans,test,a red bean,"Small, oval-shaped objects, dark red color, with a smooth, slightly shiny texture."
369,350.jpg,17,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
370,3500.jpg,15,red beans,test,a red bean,"Small, oval-shaped objects, dark red color, with a smooth, slightly shiny texture."
371,3501.jpg,60,red beans,test,a red bean,"Small, oval-shaped objects, dark red color, with a smooth, slightly shiny texture."
372,3502.jpg,70,red beans,test,a red bean,"Small, oval-shaped objects, dark red color, with a smooth, slightly shiny texture."
373,351.jpg,41,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
374,3643.jpg,59,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
375,3644.jpg,13,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
376,3645.jpg,60,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
377,3646.jpg,15,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
378,3647.jpg,87,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
379,3648.jpg,35,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
380,3649.jpg,35,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
381,3650.jpg,14,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
382,3651.jpg,11,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
383,3652.jpg,46,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
384,3653.jpg,65,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
385,3655.jpg,13,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
386,3656.jpg,45,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
387,3657.jpg,24,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
388,3658.jpg,36,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
389,3659.jpg,41,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
390,3693.jpg,36,candy pieces,test,a candy piece,"Small, colorful objects with various shapes, smooth or textured surfaces, often sugary or hard."
391,3694.jpg,34,candy pieces,test,a candy piece,"Small, colorful objects with various shapes, smooth or textured surfaces, often sugary or hard."
392,3695.jpg,16,candy pieces,test,a candy piece,"Small, colorful objects with various shapes, smooth or textured surfaces, often sugary or hard."
393,3696.jpg,8,candy pieces,test,a candy piece,"Small, colorful objects with various shapes, smooth or textured surfaces, often sugary or hard."
394,3697.jpg,11,candy pieces,test,a candy piece,"Small, colorful objects with various shapes, smooth or textured surfaces, often sugary or hard."
395,3698.jpg,111,candy pieces,test,a candy piece,"Small, colorful objects with various shapes, smooth or textured surfaces, often sugary or hard."
396,4.jpg,10,hot air balloons,test,a hot air balloon,"Round, inflated object with bright colors, often striped, smooth fabric surface, and a basket underneath."
397,4061.jpg,95,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
398,4062.jpg,275,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
399,4063.jpg,11,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
400,4064.jpg,119,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
401,4065.jpg,37,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
402,4066.jpg,9,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
403,4067.jpg,42,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
404,4068.jpg,10,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
405,4069.jpg,118,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
406,4070.jpg,76,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
407,4071.jpg,48,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
408,4072.jpg,11,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
409,4073.jpg,25,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
410,4074.jpg,23,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
411,4077.jpg,221,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
412,4078.jpg,58,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
413,4079.jpg,24,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
414,4080.jpg,54,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
415,4082.jpg,108,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
416,4083.jpg,94,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
417,4084.jpg,12,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
418,4085.jpg,86,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
419,4086.jpg,12,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
420,4087.jpg,118,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
421,4088.jpg,28,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
422,4089.jpg,59,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
423,4110.jpg,12,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
424,4111.jpg,24,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
425,4112.jpg,11,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
426,4113.jpg,37,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
427,4114.jpg,12,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
428,4115.jpg,8,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
429,4116.jpg,15,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
430,4118.jpg,13,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
431,4119.jpg,12,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
432,4120.jpg,46,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
433,4121.jpg,10,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
434,4122.jpg,12,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
435,4123.jpg,13,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
436,4170.jpg,34,potato chips,test,a potato chip,"Thin, crispy objects, golden-yellow with rough texture, or packaged in a shiny, crinkled bag."
437,4173.jpg,11,potato chips,test,a potato chip,"Thin, crispy objects, golden-yellow with rough texture, or packaged in a shiny, crinkled bag."
438,4174.jpg,36,potato chips,test,a potato chip,"Thin, crispy objects, golden-yellow with rough texture, or packaged in a shiny, crinkled bag."
439,4175.jpg,21,potato chips,test,a potato chip,"Thin, crispy objects, golden-yellow with rough texture, or packaged in a shiny, crinkled bag."
440,4283.jpg,65,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
441,4284.jpg,91,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
442,4285.jpg,115,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
443,4286.jpg,333,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
444,4287.jpg,27,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
445,4288.jpg,118,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
446,4289.jpg,43,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
447,4290.jpg,25,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
448,4291.jpg,323,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
449,4292.jpg,11,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
450,4294.jpg,221,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
451,4295.jpg,110,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
452,4296.jpg,32,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
453,4297.jpg,108,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
454,4298.jpg,44,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
455,4300.jpg,83,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
456,4301.jpg,44,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
457,4302.jpg,131,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
458,4303.jpg,191,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
459,4304.jpg,15,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
460,4305.jpg,77,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
461,4405.jpg,12,hot air balloons,test,a hot air balloon,"Round, inflated object with bright colors, often striped, smooth fabric surface, and a basket underneath."
462,4406.jpg,12,hot air balloons,test,a hot air balloon,"Round, inflated object with bright colors, often striped, smooth fabric surface, and a basket underneath."
463,4407.jpg,69,hot air balloons,test,a hot air balloon,"Round, inflated object with bright colors, often striped, smooth fabric surface, and a basket underneath."
464,4408.jpg,14,hot air balloons,test,a hot air balloon,"Round, inflated object with bright colors, often striped, smooth fabric surface, and a basket underneath."
465,4409.jpg,9,hot air balloons,test,a hot air balloon,"Round, inflated object with bright colors, often striped, smooth fabric surface, and a basket underneath."
466,4412.jpg,10,hot air balloons,test,a hot air balloon,"Round, inflated object with bright colors, often striped, smooth fabric surface, and a basket underneath."
467,4413.jpg,11,hot air balloons,test,a hot air balloon,"Round, inflated object with bright colors, often striped, smooth fabric surface, and a basket underneath."
468,4414.jpg,11,hot air balloons,test,a hot air balloon,"Round, inflated object with bright colors, often striped, smooth fabric surface, and a basket underneath."
469,4415.jpg,16,hot air balloons,test,a hot air balloon,"Round, inflated object with bright colors, often striped, smooth fabric surface, and a basket underneath."
