,Unnamed: 0.1,Unnamed: 0,filename,n_objects,class,split,threshold,prompt_notation,predicted_counts,generated_description
284,284,284,317.jpg,14,strawberries,test,0.05,a strawberry,12,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
285,285,285,319.jpg,12,strawberries,test,0.05,a strawberry,11,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
286,286,286,320.jpg,16,strawberries,test,0.05,a strawberry,17,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
287,287,287,321.jpg,39,strawberries,test,0.05,a strawberry,30,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
288,288,288,322.jpg,27,strawberries,test,0.05,a strawberry,20,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
289,289,289,323.jpg,25,strawberries,test,0.05,a strawberry,7,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
290,290,290,324.jpg,11,strawberries,test,0.05,a strawberry,8,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
291,291,291,325.jpg,33,strawberries,test,0.05,a strawberry,32,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
292,292,292,326.jpg,18,strawberries,test,0.05,a strawberry,17,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
293,293,293,3268.jpg,19,finger foods,test,0.05,a piece of finger food,15,"A piece of finger food is typically small, round, and bite-sized. It can be made from a variety of ingredients such as bread, crackers, cheese, or vegetables."
294,294,294,3269.jpg,20,finger foods,test,0.05,a piece of finger food,22,"A piece of finger food is typically small, round, and bite-sized. It can be made from a variety of ingredients such as bread, crackers, cheese, or vegetables."
295,295,295,327.jpg,12,strawberries,test,0.05,a strawberry,4,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
296,296,296,3270.jpg,19,finger foods,test,0.05,a piece of finger food,20,"A piece of finger food is typically small, round, and bite-sized. It can be made from a variety of ingredients such as bread, crackers, cheese, or vegetables."
297,297,297,3271.jpg,21,finger foods,test,0.05,a piece of finger food,26,"A piece of finger food is typically small, round, and bite-sized. It can be made from a variety of ingredients such as bread, crackers, cheese, or vegetables."
298,298,298,3274.jpg,9,finger foods,test,0.05,a piece of finger food,0,"A piece of finger food is typically small, round, and bite-sized. It can be made from a variety of ingredients such as bread, crackers, cheese, or vegetables."
299,299,299,3275.jpg,12,finger foods,test,0.05,a piece of finger food,13,"A piece of finger food is typically small, round, and bite-sized. It can be made from a variety of ingredients such as bread, crackers, cheese, or vegetables."
300,300,300,3276.jpg,18,finger foods,test,0.05,a piece of finger food,15,"A piece of finger food is typically small, round, and bite-sized. It can be made from a variety of ingredients such as bread, crackers, cheese, or vegetables."
301,301,301,3278.jpg,30,finger foods,test,0.05,a piece of finger food,29,"A piece of finger food is typically small, round, and bite-sized. It can be made from a variety of ingredients such as bread, crackers, cheese, or vegetables."
302,302,302,3279.jpg,23,finger foods,test,0.05,a piece of finger food,20,"A piece of finger food is typically small, round, and bite-sized. It can be made from a variety of ingredients such as bread, crackers, cheese, or vegetables."
303,303,303,328.jpg,35,strawberries,test,0.05,a strawberry,36,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
304,304,304,3281.jpg,15,finger foods,test,0.05,a piece of finger food,17,"A piece of finger food is typically small, round, and bite-sized. It can be made from a variety of ingredients such as bread, crackers, cheese, or vegetables."
305,305,305,3282.jpg,31,finger foods,test,0.05,a piece of finger food,3,"A piece of finger food is typically small, round, and bite-sized. It can be made from a variety of ingredients such as bread, crackers, cheese, or vegetables."
306,306,306,3283.jpg,37,finger foods,test,0.05,a piece of finger food,30,"A piece of finger food is typically small, round, and bite-sized. It can be made from a variety of ingredients such as bread, crackers, cheese, or vegetables."
307,307,307,3284.jpg,16,finger foods,test,0.05,a piece of finger food,5,"A piece of finger food is typically small, round, and bite-sized. It can be made from a variety of ingredients such as bread, crackers, cheese, or vegetables."
308,308,308,3285.jpg,34,finger foods,test,0.05,a piece of finger food,3,"A piece of finger food is typically small, round, and bite-sized. It can be made from a variety of ingredients such as bread, crackers, cheese, or vegetables."
309,309,309,329.jpg,19,strawberries,test,0.05,a strawberry,18,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
310,310,310,330.jpg,25,strawberries,test,0.05,a strawberry,29,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
311,311,311,3308.jpg,153,green peas,test,0.01,a green pea,104,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
312,312,312,3309.jpg,16,green peas,test,0.01,a green pea,1,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
313,313,313,331.jpg,33,strawberries,test,0.05,a strawberry,24,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
314,314,314,3310.jpg,31,green peas,test,0.01,a green pea,5,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
315,315,315,3311.jpg,154,green peas,test,0.01,a green pea,89,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
316,316,316,3312.jpg,136,green peas,test,0.01,a green pea,60,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
317,317,317,3313.jpg,63,green peas,test,0.01,a green pea,37,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
318,318,318,3314.jpg,92,green peas,test,0.01,a green pea,70,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
319,319,319,3315.jpg,210,green peas,test,0.01,a green pea,60,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
320,320,320,3317.jpg,43,green peas,test,0.01,a green pea,15,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
321,321,321,3318.jpg,185,green peas,test,0.01,a green pea,65,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
322,322,322,3319.jpg,68,green peas,test,0.01,a green pea,34,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
323,323,323,332.jpg,11,strawberries,test,0.05,a strawberry,7,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
324,324,324,3320.jpg,159,green peas,test,0.01,a green pea,99,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
325,325,325,3321.jpg,49,green peas,test,0.01,a green pea,38,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
326,326,326,3322.jpg,450,green peas,test,0.01,a green pea,319,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
327,327,327,3323.jpg,9,green peas,test,0.01,a green pea,9,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
328,328,328,3324.jpg,56,green peas,test,0.01,a green pea,8,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
329,329,329,3326.jpg,122,green peas,test,0.01,a green pea,64,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
330,330,330,3327.jpg,33,green peas,test,0.01,a green pea,19,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
331,331,331,3328.jpg,99,green peas,test,0.01,a green pea,54,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
332,332,332,3329.jpg,178,green peas,test,0.01,a green pea,163,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
333,333,333,333.jpg,32,strawberries,test,0.05,a strawberry,29,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
334,334,334,3330.jpg,57,green peas,test,0.01,a green pea,13,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
335,335,335,3331.jpg,133,green peas,test,0.01,a green pea,86,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
336,336,336,3332.jpg,66,green peas,test,0.01,a green pea,57,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
337,337,337,3333.jpg,113,green peas,test,0.01,a green pea,47,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
338,338,338,3334.jpg,146,green peas,test,0.01,a green pea,77,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
339,339,339,3335.jpg,350,green peas,test,0.01,a green pea,322,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
340,340,340,3336.jpg,72,green peas,test,0.01,a green pea,30,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
341,341,341,3337.jpg,295,green peas,test,0.01,a green pea,7,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
342,342,342,3338.jpg,258,green peas,test,0.01,a green pea,209,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
343,343,343,3339.jpg,25,sea shells,test,0.05,a sea shell,20,"A sea shell is a small, spiral-shaped, hard, protective outer covering of a sea creature, such as a snail or a clam."
344,344,344,334.jpg,35,strawberries,test,0.05,a strawberry,32,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
345,345,345,3341.jpg,36,sea shells,test,0.05,a sea shell,35,"A sea shell is a small, spiral-shaped, hard, protective outer covering of a sea creature, such as a snail or a clam."
346,346,346,3342.jpg,12,sea shells,test,0.05,a sea shell,12,"A sea shell is a small, spiral-shaped, hard, protective outer covering of a sea creature, such as a snail or a clam."
347,347,347,335.jpg,12,strawberries,test,0.05,a strawberry,11,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
348,348,348,336.jpg,16,strawberries,test,0.05,a strawberry,8,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
349,349,349,337.jpg,13,strawberries,test,0.05,a strawberry,10,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
350,350,350,339.jpg,18,strawberries,test,0.05,a strawberry,11,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
351,351,351,340.jpg,14,strawberries,test,0.05,a strawberry,16,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
352,352,352,341.jpg,13,strawberries,test,0.05,a strawberry,14,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
353,353,353,342.jpg,63,strawberries,test,0.05,a strawberry,60,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
354,354,354,3424.jpg,12,crab cakes,test,0.03,a crab cake,11,"A crab cake is a type of seafood dish made from crab meat, breadcrumbs, and various seasonings."
355,355,355,343.jpg,16,strawberries,test,0.05,a strawberry,17,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
356,356,356,344.jpg,43,strawberries,test,0.05,a strawberry,9,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
357,357,357,345.jpg,63,strawberries,test,0.05,a strawberry,77,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
358,358,358,346.jpg,11,strawberries,test,0.05,a strawberry,11,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
359,359,359,347.jpg,41,strawberries,test,0.05,a strawberry,41,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
360,360,360,348.jpg,27,strawberries,test,0.05,a strawberry,24,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
361,361,361,349.jpg,39,strawberries,test,0.05,a strawberry,35,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
362,362,362,3493.jpg,45,red beans,test,0.01,a red bean,49,"A red bean is a small, round, and flat bean with a reddish-brown color."
363,363,363,3494.jpg,37,red beans,test,0.01,a red bean,33,"A red bean is a small, round, and flat bean with a reddish-brown color."
364,364,364,3495.jpg,107,red beans,test,0.01,a red bean,112,"A red bean is a small, round, and flat bean with a reddish-brown color."
365,365,365,3496.jpg,103,red beans,test,0.01,a red bean,97,"A red bean is a small, round, and flat bean with a reddish-brown color."
366,366,366,3497.jpg,161,red beans,test,0.01,a red bean,153,"A red bean is a small, round, and flat bean with a reddish-brown color."
367,367,367,3498.jpg,96,red beans,test,0.01,a red bean,66,"A red bean is a small, round, and flat bean with a reddish-brown color."
368,368,368,3499.jpg,91,red beans,test,0.01,a red bean,83,"A red bean is a small, round, and flat bean with a reddish-brown color."
369,369,369,350.jpg,17,strawberries,test,0.05,a strawberry,17,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
370,370,370,3500.jpg,15,red beans,test,0.01,a red bean,15,"A red bean is a small, round, and flat bean with a reddish-brown color."
371,371,371,3501.jpg,60,red beans,test,0.01,a red bean,59,"A red bean is a small, round, and flat bean with a reddish-brown color."
372,372,372,3502.jpg,70,red beans,test,0.01,a red bean,67,"A red bean is a small, round, and flat bean with a reddish-brown color."
373,373,373,351.jpg,41,strawberries,test,0.05,a strawberry,31,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
374,374,374,3643.jpg,59,cashew nuts,test,0.03,a cashew nut,72,"A cashew nut is a small, kidney-shaped nut with a slightly curved surface. It is usually light brown in color, but can also be found in shades of tan or even black."
375,375,375,3644.jpg,13,cashew nuts,test,0.03,a cashew nut,14,"A cashew nut is a small, kidney-shaped nut with a slightly curved surface. It is usually light brown in color, but can also be found in shades of tan or even black."
376,376,376,3645.jpg,60,cashew nuts,test,0.03,a cashew nut,66,"A cashew nut is a small, kidney-shaped nut with a slightly curved surface. It is usually light brown in color, but can also be found in shades of tan or even black."
377,377,377,3646.jpg,15,cashew nuts,test,0.03,a cashew nut,11,"A cashew nut is a small, kidney-shaped nut with a slightly curved surface. It is usually light brown in color, but can also be found in shades of tan or even black."
378,378,378,3647.jpg,87,cashew nuts,test,0.03,a cashew nut,62,"A cashew nut is a small, kidney-shaped nut with a slightly curved surface. It is usually light brown in color, but can also be found in shades of tan or even black."
379,379,379,3648.jpg,35,cashew nuts,test,0.03,a cashew nut,41,"A cashew nut is a small, kidney-shaped nut with a slightly curved surface. It is usually light brown in color, but can also be found in shades of tan or even black."
380,380,380,3649.jpg,35,cashew nuts,test,0.03,a cashew nut,35,"A cashew nut is a small, kidney-shaped nut with a slightly curved surface. It is usually light brown in color, but can also be found in shades of tan or even black."
381,381,381,3650.jpg,14,cashew nuts,test,0.03,a cashew nut,14,"A cashew nut is a small, kidney-shaped nut with a slightly curved surface. It is usually light brown in color, but can also be found in shades of tan or even black."
382,382,382,3651.jpg,11,cashew nuts,test,0.03,a cashew nut,15,"A cashew nut is a small, kidney-shaped nut with a slightly curved surface. It is usually light brown in color, but can also be found in shades of tan or even black."
383,383,383,3652.jpg,46,cashew nuts,test,0.03,a cashew nut,38,"A cashew nut is a small, kidney-shaped nut with a slightly curved surface. It is usually light brown in color, but can also be found in shades of tan or even black."
384,384,384,3653.jpg,65,cashew nuts,test,0.03,a cashew nut,65,"A cashew nut is a small, kidney-shaped nut with a slightly curved surface. It is usually light brown in color, but can also be found in shades of tan or even black."
385,385,385,3655.jpg,13,cashew nuts,test,0.03,a cashew nut,18,"A cashew nut is a small, kidney-shaped nut with a slightly curved surface. It is usually light brown in color, but can also be found in shades of tan or even black."
386,386,386,3656.jpg,45,cashew nuts,test,0.03,a cashew nut,41,"A cashew nut is a small, kidney-shaped nut with a slightly curved surface. It is usually light brown in color, but can also be found in shades of tan or even black."
387,387,387,3657.jpg,24,cashew nuts,test,0.03,a cashew nut,24,"A cashew nut is a small, kidney-shaped nut with a slightly curved surface. It is usually light brown in color, but can also be found in shades of tan or even black."
388,388,388,3658.jpg,36,cashew nuts,test,0.03,a cashew nut,40,"A cashew nut is a small, kidney-shaped nut with a slightly curved surface. It is usually light brown in color, but can also be found in shades of tan or even black."
389,389,389,3659.jpg,41,cashew nuts,test,0.03,a cashew nut,47,"A cashew nut is a small, kidney-shaped nut with a slightly curved surface. It is usually light brown in color, but can also be found in shades of tan or even black."
390,390,390,3693.jpg,36,candy pieces,test,0.01,a candy piece,34,"A candy piece is a small, colorful, and shiny object that is typically round or oval in shape."
391,391,391,3694.jpg,34,candy pieces,test,0.01,a candy piece,29,"A candy piece is a small, colorful, and shiny object that is typically round or oval in shape."
392,392,392,3695.jpg,16,candy pieces,test,0.01,a candy piece,15,"A candy piece is a small, colorful, and shiny object that is typically round or oval in shape."
393,393,393,3696.jpg,8,candy pieces,test,0.01,a candy piece,2,"A candy piece is a small, colorful, and shiny object that is typically round or oval in shape."
394,394,394,3697.jpg,11,candy pieces,test,0.01,a candy piece,27,"A candy piece is a small, colorful, and shiny object that is typically round or oval in shape."
395,395,395,3698.jpg,111,candy pieces,test,0.01,a candy piece,69,"A candy piece is a small, colorful, and shiny object that is typically round or oval in shape."
396,396,396,4.jpg,10,hot air balloons,test,0.03,a hot air balloon,10,"A hot air balloon is a large, round, and colorful object that resembles a giant, inflatable balloon."
397,397,397,4061.jpg,95,marbles,test,0.01,a marble,53,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
398,398,398,4062.jpg,275,marbles,test,0.01,a marble,235,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
399,399,399,4063.jpg,11,marbles,test,0.01,a marble,11,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
400,400,400,4064.jpg,119,marbles,test,0.01,a marble,68,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
401,401,401,4065.jpg,37,marbles,test,0.01,a marble,30,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
402,402,402,4066.jpg,9,marbles,test,0.01,a marble,5,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
403,403,403,4067.jpg,42,marbles,test,0.01,a marble,42,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
404,404,404,4068.jpg,10,marbles,test,0.01,a marble,10,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
405,405,405,4069.jpg,118,marbles,test,0.01,a marble,90,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
406,406,406,4070.jpg,76,marbles,test,0.01,a marble,43,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
407,407,407,4071.jpg,48,marbles,test,0.01,a marble,36,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
408,408,408,4072.jpg,11,marbles,test,0.01,a marble,6,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
409,409,409,4073.jpg,25,marbles,test,0.01,a marble,25,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
410,410,410,4074.jpg,23,marbles,test,0.01,a marble,15,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
411,411,411,4077.jpg,221,marbles,test,0.01,a marble,153,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
412,412,412,4078.jpg,58,marbles,test,0.01,a marble,49,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
413,413,413,4079.jpg,24,marbles,test,0.01,a marble,21,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
414,414,414,4080.jpg,54,marbles,test,0.01,a marble,43,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
415,415,415,4082.jpg,108,marbles,test,0.01,a marble,93,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
416,416,416,4083.jpg,94,marbles,test,0.01,a marble,43,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
417,417,417,4084.jpg,12,marbles,test,0.01,a marble,12,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
418,418,418,4085.jpg,86,marbles,test,0.01,a marble,36,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
419,419,419,4086.jpg,12,marbles,test,0.01,a marble,8,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
420,420,420,4087.jpg,118,marbles,test,0.01,a marble,79,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
421,421,421,4088.jpg,28,marbles,test,0.01,a marble,23,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
422,422,422,4089.jpg,59,marbles,test,0.01,a marble,46,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
423,423,423,4110.jpg,12,finger foods,test,0.05,a piece of finger food,12,"A piece of finger food is typically small, round, and bite-sized. It can be made from a variety of ingredients such as bread, crackers, cheese, or vegetables."
424,424,424,4111.jpg,24,finger foods,test,0.05,a piece of finger food,22,"A piece of finger food is typically small, round, and bite-sized. It can be made from a variety of ingredients such as bread, crackers, cheese, or vegetables."
425,425,425,4112.jpg,11,finger foods,test,0.05,a piece of finger food,11,"A piece of finger food is typically small, round, and bite-sized. It can be made from a variety of ingredients such as bread, crackers, cheese, or vegetables."
426,426,426,4113.jpg,37,finger foods,test,0.05,a piece of finger food,58,"A piece of finger food is typically small, round, and bite-sized. It can be made from a variety of ingredients such as bread, crackers, cheese, or vegetables."
427,427,427,4114.jpg,12,finger foods,test,0.05,a piece of finger food,12,"A piece of finger food is typically small, round, and bite-sized. It can be made from a variety of ingredients such as bread, crackers, cheese, or vegetables."
428,428,428,4115.jpg,8,finger foods,test,0.05,a piece of finger food,7,"A piece of finger food is typically small, round, and bite-sized. It can be made from a variety of ingredients such as bread, crackers, cheese, or vegetables."
429,429,429,4116.jpg,15,finger foods,test,0.05,a piece of finger food,11,"A piece of finger food is typically small, round, and bite-sized. It can be made from a variety of ingredients such as bread, crackers, cheese, or vegetables."
430,430,430,4118.jpg,13,finger foods,test,0.05,a piece of finger food,13,"A piece of finger food is typically small, round, and bite-sized. It can be made from a variety of ingredients such as bread, crackers, cheese, or vegetables."
431,431,431,4119.jpg,12,finger foods,test,0.05,a piece of finger food,12,"A piece of finger food is typically small, round, and bite-sized. It can be made from a variety of ingredients such as bread, crackers, cheese, or vegetables."
432,432,432,4120.jpg,46,finger foods,test,0.05,a piece of finger food,46,"A piece of finger food is typically small, round, and bite-sized. It can be made from a variety of ingredients such as bread, crackers, cheese, or vegetables."
433,433,433,4121.jpg,10,finger foods,test,0.05,a piece of finger food,10,"A piece of finger food is typically small, round, and bite-sized. It can be made from a variety of ingredients such as bread, crackers, cheese, or vegetables."
434,434,434,4122.jpg,12,finger foods,test,0.05,a piece of finger food,10,"A piece of finger food is typically small, round, and bite-sized. It can be made from a variety of ingredients such as bread, crackers, cheese, or vegetables."
435,435,435,4123.jpg,13,finger foods,test,0.05,a piece of finger food,13,"A piece of finger food is typically small, round, and bite-sized. It can be made from a variety of ingredients such as bread, crackers, cheese, or vegetables."
436,436,436,4170.jpg,34,potato chips,test,0.01,a potato chip,32,"A potato chip is a thin, crispy, golden-brown snack food. It is usually round or slightly irregular in shape, with a smooth, shiny surface."
437,437,437,4173.jpg,11,potato chips,test,0.01,a potato chip,5,"A potato chip is a thin, crispy, golden-brown snack food. It is usually round or slightly irregular in shape, with a smooth, shiny surface."
438,438,438,4174.jpg,36,potato chips,test,0.01,a potato chip,23,"A potato chip is a thin, crispy, golden-brown snack food. It is usually round or slightly irregular in shape, with a smooth, shiny surface."
439,439,439,4175.jpg,21,potato chips,test,0.01,a potato chip,22,"A potato chip is a thin, crispy, golden-brown snack food. It is usually round or slightly irregular in shape, with a smooth, shiny surface."
440,440,440,4283.jpg,65,green peas,test,0.01,a green pea,42,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
441,441,441,4284.jpg,91,green peas,test,0.01,a green pea,25,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
442,442,442,4285.jpg,115,green peas,test,0.01,a green pea,68,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
443,443,443,4286.jpg,333,green peas,test,0.01,a green pea,184,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
444,444,444,4287.jpg,27,green peas,test,0.01,a green pea,12,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
445,445,445,4288.jpg,118,green peas,test,0.01,a green pea,84,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
446,446,446,4289.jpg,43,green peas,test,0.01,a green pea,26,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
447,447,447,4290.jpg,25,green peas,test,0.01,a green pea,12,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
448,448,448,4291.jpg,323,green peas,test,0.01,a green pea,78,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
449,449,449,4292.jpg,11,green peas,test,0.01,a green pea,7,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
450,450,450,4294.jpg,221,green peas,test,0.01,a green pea,150,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
451,451,451,4295.jpg,110,green peas,test,0.01,a green pea,32,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
452,452,452,4296.jpg,32,green peas,test,0.01,a green pea,24,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
453,453,453,4297.jpg,108,green peas,test,0.01,a green pea,12,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
